locality,zone,infrastructure,area_sqft,distance_highway_km,distance_city_center_km,distance_water_km,distance_metro_km,ownership_changes,years_held,legal_disputes,flood_zone,near_metro,near_tech_park,price_sqft,total_price,asking_price
Kanakapura Road,residential,good,817.2,8.24,14.59,4.57,1.91,0,23,0,0,0,0,5067.32,4140931.33,4400093.09
Yelahanka,residential,good,16399.8,5.52,16.55,6.62,1.23,1,11,0,0,1,0,6234.73,102248182.44,121434673.07
Attibele,industrial,poor,16168.7,4.0,30.94,7.95,2.27,1,20,0,0,0,1,1399.88,22634261.07,18414451.98
Nagarbhavi,residential,good,4320.4,7.89,14.12,3.27,1.46,4,6,1,0,1,0,4403.38,19024204.31,21279887.28
Basavanagudi,residential,excellent,4362.4,6.77,6.41,4.74,2.65,2,11,0,0,0,0,11063.7,48264539.17,40643342.71
Sadashivanagar,residential,excellent,1060.0,8.62,4.77,2.06,3.46,5,14,0,0,0,0,15962.48,16920699.91,21572378.14
Hebbal,residential,excellent,3364.6,2.6,11.81,3.27,4.39,1,4,0,0,0,1,10365.24,34874787.59,44831211.71
HBR Layout,residential,good,725.5,7.35,9.23,7.78,1.46,3,6,0,0,1,0,7390.21,5361958.28,4060528.11
Kadugodi,residential,average,1266.7,7.54,21.73,2.97,2.23,3,14,0,0,0,0,3181.7,4030369.98,3029324.28
Yeshwanthpur,commercial,good,1076.7,4.72,9.04,2.32,2.46,2,8,0,0,0,1,7872.77,8476313.07,7247134.96
Devanahalli,agricultural,average,1615.3,1.17,36.49,1.81,1.18,0,19,0,0,1,0,1618.24,2613908.85,3343834.08
Varthur,residential,average,4716.9,9.15,22.1,5.46,2.77,0,20,0,1,0,0,3491.23,16467725.37,16750299.68
Sadashivanagar,residential,excellent,5733.1,3.57,5.6,1.46,4.06,2,17,0,0,0,0,16901.39,96897899.5,87774511.8
Jayanagar,residential,excellent,1222.7,8.7,9.56,5.17,1.95,2,4,0,0,0,0,10213.55,12488071.15,15629043.12
Yeshwanthpur,commercial,good,2736.5,1.44,6.25,6.8,3.02,2,2,0,0,0,1,7693.28,21052759.27,16563941.3
KR Puram,residential,good,749.2,0.87,12.75,2.76,3.74,0,15,0,0,0,0,4875.27,3652442.17,2801333.24
Mahadevapura,residential,good,1211.2,6.29,15.17,3.59,4.64,0,14,0,0,0,0,6121.15,7414129.91,7630084.86
Kogilu,residential,good,4392.4,3.81,13.96,1.93,2.42,2,6,0,0,0,0,4297.32,18875701.08,18366562.18
Bannerghatta Road,residential,good,1129.0,7.56,13.3,3.62,1.45,0,2,1,0,1,0,5593.0,6314723.51,6176692.18
Bellary Road,commercial,excellent,3010.9,3.78,9.33,6.11,4.72,2,11,0,0,0,1,9243.09,27829860.68,26177696.5
Jayanagar,residential,excellent,1301.4,11.16,7.61,3.4,2.92,2,3,0,1,0,0,9099.85,11842752.36,9723979.17
Carmelaram,residential,average,684.2,7.5,19.45,4.33,0.3,1,6,0,0,1,0,3923.07,2684201.14,2052172.73
Doddanekundi,commercial,good,3636.0,5.01,14.45,1.34,4.91,6,23,1,0,0,1,4491.67,16331777.05,18354351.72
Banashankari,residential,excellent,3770.7,10.67,10.84,1.36,4.99,5,11,1,0,0,0,6116.38,23063101.26,27044671.87
Carmelaram,residential,average,1369.0,8.94,19.07,3.76,1.03,0,4,0,0,1,0,3819.14,5228231.09,4426363.74
Richmond Town,residential,excellent,3940.5,4.24,2.67,5.54,3.06,2,17,0,0,0,0,16702.35,65815400.72,75694290.48
Basaveshwara Nagar,residential,good,1823.0,4.71,8.98,2.11,0.35,3,12,0,0,1,0,6588.89,12011214.09,11346314.1
BTM Layout,residential,excellent,1422.0,9.0,10.71,1.4,3.95,1,20,0,0,0,0,7713.04,10968279.82,9857941.05
Rajajinagar,residential,excellent,1088.6,4.21,6.01,0.99,3.08,1,22,0,0,0,0,8984.01,9780421.01,10088309.27
Yelahanka,residential,good,3985.0,5.37,18.06,4.14,4.15,2,16,0,0,0,0,4482.42,17862445.24,14463325.26
Peenya,industrial,average,1149.4,0.78,14.75,0.67,2.88,3,15,0,0,0,1,3219.87,3700813.19,4025768.48
MG Road,commercial,excellent,13911.4,4.1,1.53,7.84,0.76,0,12,0,0,1,1,34149.04,475062329.89,524464599.98
BTM Layout,residential,excellent,15472.9,9.03,10.9,2.48,4.48,0,3,0,0,0,0,8199.72,126873037.61,119983525.3
Hoodi,residential,good,1994.5,1.98,15.51,3.9,2.98,0,6,0,0,0,0,5594.97,11159235.52,13658274.78
Brookefield,residential,excellent,1517.4,3.08,16.04,7.89,3.62,0,2,0,0,0,0,9044.1,13723939.11,16589971.51
Hoodi,residential,good,6463.2,4.85,14.82,7.37,1.47,2,11,0,0,1,0,5865.07,37906960.78,42471271.97
Yelahanka,residential,good,1394.5,4.27,20.38,4.86,2.38,1,4,0,0,0,0,4433.24,6182284.4,7350589.07
Brigade Road,commercial,excellent,18602.1,6.5,1.5,6.56,3.7,1,11,0,0,0,1,22911.81,426207986.68,376414683.35
Thanisandra,residential,good,1008.3,4.49,11.47,6.14,1.79,1,3,0,0,0,0,6746.63,6802311.54,8571983.44
ITPL,commercial,excellent,752.9,5.48,19.25,0.85,2.13,5,24,0,0,0,1,8558.65,6444204.36,7311384.21
Brigade Road,commercial,excellent,2393.2,5.43,0.5,1.66,4.71,2,17,0,0,0,1,24668.19,59034747.72,49925440.74
Nagarbhavi,residential,good,3089.6,7.55,12.3,1.47,1.86,0,17,0,0,0,0,4993.29,15427413.31,17947299.31
Peenya,industrial,average,16415.3,1.43,11.34,0.97,0.5,3,23,1,0,1,1,3168.45,52011081.84,48474462.45
Kanakapura Road,residential,good,15675.8,6.99,19.12,6.65,3.31,3,5,0,1,0,0,3843.04,60242593.95,57972362.85
Mahalakshmi Layout,residential,good,2073.9,4.67,7.3,0.75,0.57,6,3,0,0,1,0,7112.09,14749679.7,16379267.58
Brigade Road,commercial,excellent,3081.6,4.06,3.41,0.8,3.14,2,17,0,0,0,1,20525.77,63251318.57,80342037.41
Tumkur Road,industrial,average,2108.2,1.05,13.89,7.51,1.51,0,9,1,0,0,1,3122.83,6583612.16,5503763.51
Basavanagudi,residential,excellent,2858.2,8.82,6.0,4.52,3.59,1,7,1,0,0,0,10222.2,29216971.49,35262098.72
HBR Layout,residential,good,656.3,7.44,8.91,7.44,2.26,0,23,1,0,0,0,6183.22,4058134.18,4968736.0
Hoskote,agricultural,poor,2459.9,7.64,31.72,0.3,1.62,3,15,0,0,0,0,945.21,2325084.38,2870782.49
Hoskote,agricultural,poor,1066.5,3.84,32.63,3.97,2.36,0,17,0,0,0,0,1341.27,1430425.86,1317306.09
Kogilu,residential,good,703.4,6.41,14.03,4.59,4.62,1,9,0,0,0,0,5113.81,3596806.65,3717458.32
Richmond Town,residential,excellent,6521.5,6.21,5.29,4.01,0.48,1,24,0,0,1,0,15080.71,98349263.69,114839466.49
Nagawara,residential,good,19273.1,4.37,8.46,1.98,1.19,0,2,0,0,1,0,8539.27,164578399.13,193536927.44
Basavanagudi,residential,excellent,1198.2,10.4,6.14,4.36,1.82,0,17,0,0,0,0,9868.56,11824277.12,13399726.63
Koramangala,commercial,excellent,13685.4,7.77,8.06,3.58,1.96,1,16,0,0,0,1,21277.49,291190908.37,305222739.07
Bellandur,residential,good,3212.3,6.29,16.38,2.69,1.5,0,12,1,1,0,0,5375.06,17266463.64,13691247.24
Vasanth Nagar,residential,excellent,1263.7,6.65,3.27,5.01,1.67,0,23,1,0,0,0,13255.69,16751410.12,16925982.76
Basaveshwara Nagar,residential,good,12597.1,4.38,8.73,6.81,2.21,0,17,0,0,0,0,6032.61,75993447.85,68060068.23
KR Puram,residential,good,2690.5,2.6,12.69,7.09,1.67,3,9,0,0,0,0,4807.19,12933665.82,14914231.07
RR Nagar,residential,good,634.9,6.61,14.62,3.26,0.45,1,20,0,0,1,0,6149.65,3904108.03,4053891.05
Banashankari,residential,excellent,2601.4,11.57,10.16,2.9,3.05,1,17,0,0,0,0,7437.37,19347942.65,19630908.78
Indiranagar,residential,excellent,1535.5,8.74,5.13,1.47,2.68,4,22,0,0,0,0,10497.98,16119158.31,20467550.54
Mahadevapura,residential,good,2430.0,5.84,15.73,5.54,2.88,0,23,0,0,0,0,6441.57,15652776.02,12005777.23
Kogilu,residential,good,1740.9,6.93,16.7,1.06,3.55,3,18,0,0,0,0,4485.77,7809254.87,9663989.3
Varthur,residential,average,1060.1,7.96,20.03,0.99,3.4,0,13,0,0,0,0,3665.99,3886153.5,4749159.48
Yeshwanthpur,commercial,good,2039.7,3.94,10.53,2.87,3.4,1,2,1,0,0,1,7264.7,14817575.63,18417770.6
Peenya,industrial,average,2650.7,0.3,11.48,2.13,0.66,1,14,1,0,1,1,3376.97,8951499.11,7722593.71
MG Road,commercial,excellent,9921.5,5.04,0.5,2.83,3.49,3,1,0,0,0,1,21947.06,217748048.48,167895603.84
Shivajinagar,commercial,excellent,11767.2,3.84,2.58,7.24,0.4,3,24,1,0,1,1,15373.95,180908160.73,221759479.92
Lavelle Road,residential,excellent,3433.2,4.71,2.23,7.74,2.36,1,15,0,0,0,0,23379.83,80266790.59,103980057.65
Hebbal,residential,excellent,3949.9,2.14,11.24,5.7,4.24,2,23,0,0,0,1,9373.12,37023220.06,38838273.36
Nagawara,residential,good,15755.9,3.37,8.94,4.96,0.91,2,15,0,0,1,0,7425.93,117001909.02,127801827.77
ITPL,commercial,excellent,15220.6,6.28,16.83,4.62,2.63,0,1,0,0,0,1,11633.51,177068910.76,235989793.08
Hoodi,residential,good,12812.9,3.46,16.16,1.54,2.85,3,23,1,0,0,0,4383.45,56164559.88,56692235.89
Rajajinagar,residential,excellent,1026.1,4.49,6.51,3.98,0.53,0,3,0,0,1,0,10519.43,10794275.55,11930979.34
Mahalakshmi Layout,residential,good,897.0,5.73,6.59,4.44,4.46,1,4,0,0,0,0,6849.93,6144539.64,7749364.49
KR Puram,residential,good,12474.2,1.15,15.4,4.25,1.67,4,21,0,0,0,0,4703.23,58668968.23,61740862.42
Lavelle Road,residential,excellent,4430.2,7.17,4.33,6.54,4.35,1,22,0,0,0,0,19556.1,86637545.97,88148469.94
Bellary Road,commercial,excellent,1289.2,3.73,10.36,2.2,3.8,3,8,0,0,0,1,9590.29,12363469.92,15212356.9
Doddaballapur,agricultural,poor,4321.0,2.78,40.47,2.48,4.08,0,10,1,0,0,0,829.09,3582473.86,4584522.26
HBR Layout,residential,good,1442.0,7.54,9.54,1.21,2.66,0,23,0,0,0,0,6105.41,8803974.57,7795629.5
Marathahalli,commercial,excellent,2779.3,2.15,13.01,7.14,3.13,0,16,0,0,0,1,10495.87,29170777.9,26735212.56
Peenya,industrial,average,3749.6,2.21,10.78,4.57,4.46,0,11,1,0,0,1,3409.47,12784000.96,12776458.98
Mahadevapura,residential,good,2468.0,6.24,13.22,1.89,4.08,0,15,0,0,0,0,5249.14,12954899.12,15591566.19
Bellary Road,commercial,excellent,878.3,3.66,9.75,6.9,1.7,0,9,0,0,0,1,9061.64,7959064.86,7960909.21
Rajajinagar,residential,excellent,2341.7,2.72,6.09,7.29,4.48,1,22,0,0,0,0,9585.41,22445749.33,24589160.45
Carmelaram,residential,average,9830.5,8.24,18.46,2.9,4.02,1,9,0,1,0,0,3716.81,36538183.13,31152531.3
Doddaballapur,agricultural,poor,2922.4,4.68,35.34,0.94,1.94,1,11,1,0,0,0,670.66,1959912.33,2107937.53
Kogilu,residential,good,4591.7,5.08,15.97,0.57,0.42,0,19,0,0,1,0,4738.6,21758285.96,18317435.53
HSR Layout,residential,excellent,19883.7,7.25,11.49,5.93,4.38,2,8,0,0,0,1,11330.71,225296462.57,277358214.71
Mahalakshmi Layout,residential,good,4369.0,5.85,7.02,4.22,4.3,3,23,0,0,0,0,7298.07,31885583.11,38395079.06
BTM Layout,residential,excellent,1914.0,7.23,8.59,4.72,1.09,2,23,0,0,1,0,9158.46,17529748.98,15134768.59
Koramangala,commercial,excellent,9643.6,11.3,6.65,5.79,1.48,0,21,1,0,1,1,19990.33,192778246.54,231485667.61
Electronic City,industrial,good,1489.4,5.16,19.4,2.37,4.66,1,12,1,0,0,1,3469.28,5167004.21,6324505.44
Sarjapur Road,residential,good,3105.9,9.67,17.05,5.12,4.72,3,13,0,0,0,1,5839.26,18136244.91,14453778.4
Mahalakshmi Layout,residential,good,1072.3,4.41,5.09,6.72,4.69,4,19,0,0,0,0,6591.72,7068498.51,8262274.5
Indiranagar,residential,excellent,3771.2,7.72,6.78,1.4,2.94,2,6,0,0,0,0,10514.54,39652339.67,34655268.38
Lavelle Road,residential,excellent,4774.9,6.53,4.15,1.43,3.43,3,8,0,0,0,0,19321.95,92260237.65,72604843.21
Peenya,industrial,average,16527.8,2.3,12.42,2.38,3.52,2,11,0,1,0,1,3302.54,54583536.07,58785909.62
Nagawara,residential,good,2948.1,5.09,6.62,5.07,2.54,1,7,0,0,0,0,7536.02,22216914.08,17195117.35
Nagarbhavi,residential,good,4856.9,8.91,11.73,5.21,3.37,1,20,0,0,0,0,4922.04,23905629.86,21992785.11
Jayanagar,residential,excellent,1323.9,10.71,8.45,3.25,3.14,1,11,0,0,0,0,10868.48,14388370.84,11034897.99
Harlur,residential,good,1158.1,6.88,18.64,2.73,2.95,1,17,0,0,0,0,4840.06,5605283.13,4607136.24
Basavanagudi,residential,excellent,4011.2,9.05,6.51,7.63,0.39,4,24,0,0,1,0,11397.96,45719180.66,35367975.48
Basavanagudi,residential,excellent,3305.5,10.01,5.42,2.19,0.97,1,24,0,0,1,0,11108.07,36717823.37,36352111.42
Carmelaram,residential,average,2810.3,8.32,20.61,6.52,3.61,2,4,0,0,0,0,3568.25,10027797.31,12453833.07
Shivajinagar,commercial,excellent,3315.5,6.48,4.44,3.21,2.16,1,13,0,0,0,1,14165.73,46965856.86,59651580.78
Hebbal,residential,excellent,7082.8,2.07,9.73,4.57,2.82,4,9,0,0,0,1,9475.44,67112389.38,51784922.58
Bannerghatta Road,residential,good,665.7,4.2,14.13,5.26,2.64,0,12,0,0,0,0,5463.64,3637348.42,4652283.77
Kalyan Nagar,residential,good,3844.2,7.01,7.28,2.5,2.3,2,6,1,0,0,0,6495.66,24970835.01,32915299.6
Rajajinagar,residential,excellent,910.4,5.68,7.47,1.21,3.57,0,3,0,0,0,0,9701.37,8831922.43,7383534.26
Electronic City,industrial,good,649.3,4.41,22.44,1.74,0.66,0,23,0,0,1,1,4444.76,2885965.76,2928133.1
Brigade Road,commercial,excellent,4966.5,2.19,0.5,0.76,1.33,6,14,0,0,1,1,20221.39,100430494.31,94820854.88
Indiranagar,residential,excellent,1244.5,6.06,5.65,3.73,1.9,1,6,0,0,0,0,13027.77,16212923.12,13950953.33
Brigade Road,commercial,excellent,1436.8,4.62,1.63,4.98,1.54,0,12,0,0,0,1,24094.17,34618296.63,35368234.42
Chandapura,residential,average,3430.1,5.28,22.87,1.71,1.78,5,3,0,0,0,0,2262.46,7760480.65,10035169.05
ITPL,commercial,excellent,2596.6,5.14,19.22,4.46,0.88,3,13,0,0,1,1,9767.03,25361452.58,30487010.73
Malleshwaram,residential,excellent,930.1,8.86,3.91,2.23,1.44,2,4,0,0,1,0,13408.43,12470533.84,12709452.86
HSR Layout,residential,excellent,19502.3,8.62,13.01,7.64,2.16,2,20,0,0,0,1,9332.94,182013692.07,222691062.79
HSR Layout,residential,excellent,2968.8,7.2,13.55,1.61,2.15,0,7,1,0,0,1,10324.39,30651094.72,33544267.64
Brigade Road,commercial,excellent,3390.5,3.65,1.07,2.34,3.73,4,4,0,0,0,1,19541.27,66254612.39,56772284.48
Mahadevapura,residential,good,3568.8,4.22,14.63,1.65,1.33,2,3,0,0,1,0,5771.74,20598037.76,23590013.84
Hoodi,residential,good,18729.9,5.43,17.75,0.94,3.65,1,14,0,0,0,0,5574.87,104416753.81,109657364.76
Whitefield,commercial,excellent,4828.7,4.37,18.54,6.95,1.79,3,19,0,0,0,1,8630.28,41672681.76,35069202.06
MG Road,commercial,excellent,2996.0,4.13,2.89,7.29,3.74,1,13,0,0,0,1,26900.13,80592833.74,101835692.74
Nagarbhavi,residential,good,3160.5,7.8,11.78,4.33,0.46,0,18,1,0,1,0,5378.4,16998197.46,16988116.1
Doddaballapur,agricultural,poor,1416.9,4.04,37.42,3.9,3.03,0,6,0,0,0,0,858.21,1216018.56,1116472.93
Jayanagar,residential,excellent,3377.7,9.89,7.89,2.14,0.39,1,21,0,0,1,0,14037.69,47415154.11,43955557.37
Yeshwanthpur,commercial,good,15886.3,4.33,7.24,7.89,3.37,0,19,0,0,0,1,8948.24,142154061.59,175432422.41
HSR Layout,residential,excellent,13285.4,7.08,11.09,4.05,0.68,3,3,0,0,1,1,10403.06,138208624.58,177012907.48
Rajajinagar,residential,excellent,4111.6,4.58,9.78,6.49,0.8,2,5,0,0,1,0,9824.8,40395983.39,35204744.33
Nagarbhavi,residential,good,1211.1,9.35,11.09,1.09,2.97,0,17,0,0,0,0,5076.03,6147513.14,4662623.07
Tumkur Road,industrial,average,1101.0,0.74,13.54,7.01,3.14,0,9,0,1,0,1,3187.45,3509367.04,4259663.45
Yeshwanthpur,commercial,good,4240.5,2.82,8.46,6.97,2.82,3,2,0,0,0,1,7478.49,31712884.46,28795470.82
KR Puram,residential,good,768.1,4.75,13.41,6.44,1.9,1,21,0,1,0,0,4121.31,3165493.72,3257612.37
JP Nagar,residential,excellent,15288.0,7.39,10.8,7.12,1.63,1,23,0,0,0,0,10141.11,155037430.91,186690152.11
JP Nagar,residential,excellent,964.3,8.1,8.68,6.93,1.29,3,24,0,0,1,0,8647.7,8338745.91,8032035.66
Richmond Town,residential,excellent,1494.9,6.46,3.96,1.42,4.58,2,15,1,0,0,0,11511.31,17207698.33,18996191.62
Jayanagar,residential,excellent,3151.3,8.03,8.42,4.8,2.81,2,20,0,0,0,0,9397.32,29613297.78,24442076.46
ITPL,commercial,excellent,8878.8,4.59,18.68,5.09,2.75,3,14,1,0,0,1,8774.14,77904241.78,95254760.66
Koramangala,commercial,excellent,781.4,10.95,6.42,4.5,3.21,1,21,1,0,0,1,18989.0,14837939.15,19322222.8
Anekal,agricultural,poor,616.4,4.85,36.06,3.9,4.25,0,3,0,0,0,0,896.31,552489.98,455675.04
Rajajinagar,residential,excellent,12793.8,3.74,5.73,7.61,3.9,3,14,0,0,0,0,9395.71,120206785.15,93902114.94
Doddanekundi,commercial,good,8641.7,4.05,13.25,2.65,2.58,1,22,0,0,0,1,7609.26,65756842.28,53978378.72
ITPL,commercial,excellent,1060.8,4.43,15.99,3.57,1.63,0,12,0,0,0,1,11239.71,11923505.73,10339408.06
Peenya,industrial,average,4447.1,1.71,13.15,2.7,1.36,4,22,0,0,1,1,3648.09,16223291.2,17832629.28
BTM Layout,residential,excellent,2131.2,9.5,8.8,5.3,1.99,2,5,0,0,0,0,9301.51,19823343.37,23747583.89
JP Nagar,residential,excellent,4562.6,10.32,9.33,4.85,4.62,0,1,0,0,0,0,10381.29,47365464.87,39805541.39
Electronic City,industrial,good,2131.1,5.3,22.07,0.22,2.7,2,7,0,0,0,1,3953.58,8425438.24,7263129.91
Basavanagudi,residential,excellent,10580.1,8.47,5.6,2.6,4.54,1,4,0,0,0,0,9824.05,103939048.59,96438026.6
Whitefield,commercial,excellent,1012.3,5.43,18.23,7.05,4.59,1,8,0,0,0,1,7287.77,7377065.39,9260764.73
Basavanagudi,residential,excellent,1125.7,9.62,7.61,4.32,1.87,0,24,0,0,0,0,10356.46,11657823.8,11031827.98
Devanahalli,agricultural,average,1859.3,2.41,35.53,1.49,3.4,4,24,0,0,0,0,1212.07,2253639.62,2360444.98
Vasanth Nagar,residential,excellent,3725.7,8.13,2.3,6.66,4.86,3,16,0,0,0,0,14295.09,53259469.17,64736803.94
Hebbal,residential,excellent,1500.2,2.54,11.08,4.29,4.3,0,3,0,0,0,1,10984.69,16479128.16,20824955.02
Sadashivanagar,residential,excellent,957.7,6.44,5.1,5.02,2.46,1,19,0,0,0,0,16473.24,15776857.22,17408063.95
Vijayanagar,residential,good,2544.9,4.96,8.92,1.09,1.71,2,13,0,0,0,0,6544.84,16655959.94,20220794.63
Attibele,industrial,poor,1095.7,5.92,31.73,5.85,3.5,2,21,0,0,0,1,1272.53,1394285.96,1466642.87
Vasanth Nagar,residential,excellent,1490.7,6.45,4.79,3.06,0.53,1,3,0,0,1,0,20448.54,30482486.9,27475403.93
Richmond Town,residential,excellent,2376.3,4.71,4.15,5.53,0.31,2,18,0,0,1,0,14614.79,34729381.81,40711239.01
Bommanahalli,residential,good,4142.6,7.68,12.07,6.55,1.05,0,24,0,0,1,0,5883.33,24372226.81,31094252.73
RR Nagar,residential,good,1040.3,6.02,16.64,1.69,4.16,0,4,0,0,0,0,5988.25,6229616.37,8339944.7
Rajajinagar,residential,excellent,8531.8,4.95,7.32,7.32,3.33,1,17,0,0,0,0,8845.36,75466643.76,100885744.67
Carmelaram,residential,average,3962.5,6.84,18.9,3.3,3.23,2,11,0,0,0,0,4004.87,15869097.27,13975580.73
Peenya,industrial,average,2630.9,3.92,10.95,2.57,3.47,0,3,0,0,0,1,3665.84,9644629.1,10197380.66
Bellary Road,commercial,excellent,4473.1,1.81,11.21,7.22,0.81,1,6,0,0,1,1,10007.17,44763229.73,45583264.3
Electronic City,industrial,good,2115.5,5.23,21.65,0.61,1.9,0,8,0,1,0,1,4082.93,8637340.32,6679905.43
Whitefield,commercial,excellent,4455.4,6.83,16.34,1.88,1.76,3,7,0,0,0,1,7585.08,33794945.81,42989105.28
Varthur,residential,average,2473.4,9.19,18.77,1.41,3.52,0,22,0,0,0,0,3875.63,9585816.7,9146850.31
ITPL,commercial,excellent,1194.1,5.77,16.54,2.59,0.46,0,21,1,0,1,1,9156.62,10933977.2,13938429.08
Peenya,industrial,average,2499.3,1.88,12.67,5.95,4.99,1,23,0,0,0,1,3516.41,8788488.86,7880969.34
Kadugodi,residential,average,3337.2,6.58,23.14,5.41,2.18,2,18,0,0,0,0,2855.0,9527672.99,9281426.51
Jakkur,residential,good,4277.5,5.86,15.27,3.54,1.09,0,4,0,0,1,0,6395.86,27358420.67,23699931.39
Bellandur,residential,good,2435.7,7.05,17.11,1.36,2.4,2,9,1,0,0,0,5553.49,13526438.17,12249148.53
Brigade Road,commercial,excellent,1418.4,4.2,1.37,7.35,1.91,2,15,0,0,0,1,21583.8,30613840.09,34685602.61
Kanakapura Road,residential,good,998.9,8.47,18.76,2.43,0.64,2,6,0,0,1,0,4366.57,4361590.26,4657656.61
Koramangala,commercial,excellent,1382.6,7.75,2.28,4.45,2.25,4,9,0,0,0,1,20851.26,28829027.78,30397165.09
Shivajinagar,commercial,excellent,14661.3,4.72,3.26,4.64,1.31,1,11,1,0,1,1,13536.32,198460028.75,157775542.97
Doddanekundi,commercial,good,3765.6,4.57,13.57,5.31,1.75,2,11,0,0,0,1,6482.44,24410564.37,29286763.72
Marathahalli,commercial,excellent,2084.3,4.67,14.33,0.33,1.59,0,4,0,0,0,1,10644.36,22186345.22,26730132.22
Basavanagudi,residential,excellent,11129.0,8.22,6.07,3.81,4.13,2,11,0,0,0,0,10106.32,112473305.76,130309318.09
Bellandur,residential,good,3392.0,7.86,16.54,0.32,1.41,1,13,0,0,1,0,7142.45,24227202.67,28404441.54
Hoskote,agricultural,poor,2862.1,3.03,31.48,3.43,4.0,0,10,0,0,0,0,1182.92,3385649.63,4218278.1
Harlur,residential,good,2462.3,4.71,17.23,1.42,4.43,1,2,0,0,0,0,5073.95,12493385.39,14286801.83
Kadugodi,residential,average,678.1,9.69,21.56,5.9,4.09,5,4,0,0,0,0,2268.38,1538120.16,1410803.97
Mahalakshmi Layout,residential,good,864.0,5.77,7.88,6.25,3.41,0,13,0,0,0,0,7651.15,6610880.29,5928121.44
Jayanagar,residential,excellent,2856.3,10.2,7.09,4.52,1.34,1,17,0,0,1,0,12878.6,36784527.99,35099075.13
Yeshwanthpur,commercial,good,1830.1,1.2,9.59,5.62,2.15,0,21,0,0,0,1,8427.22,15422368.55,16016821.7
Brigade Road,commercial,excellent,761.9,5.04,1.89,6.38,2.64,3,6,0,0,0,1,24705.74,18823250.18,15491801.67
Kogilu,residential,good,2107.1,2.27,12.41,3.83,2.12,3,17,0,0,0,0,5012.55,10562161.42,10506760.32
Doddaballapur,agricultural,poor,2256.4,3.65,38.61,7.06,2.53,1,10,0,0,0,0,874.45,1973092.12,2225396.66
HSR Layout,residential,excellent,14475.0,7.95,10.97,1.4,2.01,0,19,0,0,0,1,11925.89,172627521.03,231371337.23
Anekal,agricultural,poor,2297.3,5.22,36.14,6.31,3.38,2,13,0,0,0,0,844.1,1939185.88,1729773.98
Kadugodi,residential,average,1037.7,5.78,18.98,5.77,1.05,0,21,0,1,1,0,3467.8,3598611.24,3386114.44
Basavanagudi,residential,excellent,13732.5,9.03,5.89,0.75,1.79,1,1,0,0,0,0,11288.18,155014989.93,201271900.58
Vasanth Nagar,residential,excellent,3715.9,6.71,1.61,1.45,1.74,0,22,0,0,0,0,15343.91,57015957.55,72009277.26
Bellary Road,commercial,excellent,2736.2,0.56,7.97,1.94,1.09,2,17,0,0,1,1,11489.69,31437608.16,26721391.18
Anekal,agricultural,poor,2322.3,5.58,35.66,5.28,3.6,1,2,0,0,0,0,879.41,2042264.29,1888600.16
Bellandur,residential,good,18186.7,8.51,16.92,3.61,4.62,2,13,0,0,0,0,5699.85,103661472.1,97780093.42
Peenya,industrial,average,3652.5,1.89,11.23,6.84,0.52,0,15,0,0,1,1,4633.83,16924856.67,20441743.08
Richmond Town,residential,excellent,1843.0,6.99,3.49,3.3,1.46,3,6,0,0,1,0,14643.04,26987504.17,27068821.1
Doddanekundi,commercial,good,3609.2,5.64,18.6,2.34,2.88,0,14,0,0,0,1,6450.22,23280404.2,19484499.24
Devanahalli,agricultural,average,2530.1,4.27,34.76,2.99,1.6,1,23,0,0,0,0,1768.17,4473688.12,3954711.46
ITPL,commercial,excellent,2958.5,2.45,17.12,5.8,1.12,0,12,0,0,1,1,12765.52,37766201.22,37758198.3
Tumkur Road,industrial,average,4981.9,1.41,13.5,6.12,1.92,1,23,0,0,0,1,3387.14,16874351.24,21381407.09
Thanisandra,residential,good,2076.5,5.23,12.88,4.99,4.18,0,14,0,0,0,0,5662.46,11757944.81,13137033.28
Nagarbhavi,residential,good,5806.6,7.19,11.15,7.43,3.13,1,19,0,0,0,0,5307.15,30816589.4,33361388.88
Basaveshwara Nagar,residential,good,2039.0,4.09,10.35,1.87,4.61,0,14,0,0,0,0,7387.29,15062760.43,15816225.75
Jayanagar,residential,excellent,2616.4,8.88,7.37,6.77,3.22,4,2,0,0,0,0,10885.05,28479562.4,29618773.6
Kanakapura Road,residential,good,656.5,8.99,15.74,0.89,2.53,0,22,0,0,0,0,4734.44,3108096.35,2893829.09
Hoskote,agricultural,poor,10495.6,4.01,30.31,3.44,3.35,2,24,0,0,0,0,1217.91,12782680.18,14385751.94
Yeshwanthpur,commercial,good,1053.8,3.18,8.63,0.58,1.2,1,21,0,0,1,1,7506.38,7910146.4,9130956.41
Whitefield,commercial,excellent,3629.5,5.74,16.54,4.34,4.51,2,2,0,0,0,1,8952.94,32494322.93,43364730.01
Rajajinagar,residential,excellent,753.2,5.05,8.86,4.43,1.51,1,11,0,1,0,0,7614.14,5735024.95,7501015.34
Shivajinagar,commercial,excellent,2333.3,4.12,1.54,2.11,4.82,1,2,0,1,0,1,14067.73,32823962.49,27033949.49
Doddanekundi,commercial,good,1981.7,3.77,14.58,1.0,2.56,0,3,0,0,0,1,7898.13,15651887.75,20335918.8
Devanahalli,agricultural,average,993.9,1.72,34.72,5.09,1.17,1,10,0,0,1,0,1709.59,1699073.95,1540684.44
